titre;localisation;prix;chambres;douches;surface;Secteur;etage;URL
appartement neuf avec parking;Tanger;1060000.0;2.0;2.0;95.0;Castilla;6.0;https://www.avito.ma/fr/castilla/appartements/appartement_neuf_avec_parking__55745477.htm
très grand appartement 140m chouka a had soualem;Had Soualem;680000.0;3.0;2.0;140.0;Toute la ville;3.0;https://www.avito.ma/fr/had_soualem/appartements/tr%C3%A8s_grand_appartement_140m_chouka_a_had_soualem_47240963.htm
Appartement à vendre 94 m² à Mohammedia;Mohammedia;870000.0;2.0;1.0;94.0;Autre secteur;2.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_Mohammedia_54987147.htm
Appartement à vendre au Complexe Costa Mar MARTIL;Tétouan;1389999.0;2.0;2.0;93.0;Autre secteur;1.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_au_Complexe_Costa_Mar_MARTIL_54017003.htm
Appartement à vendre 98 m² à Temara;Temara;740000.0;2.0;2.0;98.0;Autre secteur;4.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Temara_54684635.htm
Appartement à vendre 44 m² à Casablanca;Casablanca;480000.0;1.0;1.0;44.0;Ain Sebaa;2.0;https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_44_m%C2%B2_%C3%A0_Casablanca_54415709.htm
Appart 78m2 dont 18m2 terrasse PERLA;Bouskoura;688000.0;2.0;2.0;62.0;Bouskoura centre;1.0;https://www.avito.ma/fr/bouskoura_centre/appartements/Appart_78m2_dont_18m2_terrasse_PERLA_39596386.htm
Superbe appartement à martil;Martil;620000.0;2.0;1.0;53.0;Toute la ville;1.0;https://www.avito.ma/fr/martil/appartements/Superbe_appartement_%C3%A0_martil__55553955.htm
CMN-AS-1063 - Appartement à vendre à Aïn Sebaâ;Casablanca;1300000.0;3.0;2.0;141.0;Ain Sebaa;4.0;https://www.avito.ma/fr/ain_sebaa/appartements/CMN_AS_1063___Appartement_%C3%A0_vendre_%C3%A0_A%C3%AFn_Seba%C3%A2_55011389.htm
Appartement 110 m² à Casablanca;Casablanca;690000.0;3.0;2.0;110.0;Sidi Bernoussi;2.0;https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_110_m%C2%B2_%C3%A0_Casablanca_54645618.htm
Appartement à vendre 70 m² à Casablanca;Casablanca;700000.0;3.0;2.0;70.0;Ain Sebaa;2.0;https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55103984.htm
appartement au premier étage;Mohammedia;490000.0;2.0;1.0;59.0;Nassim;1.0;https://www.avito.ma/fr/nassim/appartements/appartement_au_premier_%C3%A9tage__55745467.htm
Appartement avec terrasse 3 chambres;El Jadida;870000.0;3.0;1.0;90.0;Saada;1.0;https://www.avito.ma/fr/saada/appartements/Appartement_avec_terrasse_3_chambres__55662871.htm
Joli appartement basatin el Menzeh;Rabat;1400000.0;2.0;2.0;70.0;Souissi;2.0;https://www.avito.ma/fr/souissi/appartements/Joli_appartement_basatin_el_Menzeh__55623172.htm
Appartement à vendre 93 m² à Bouskoura;Bouskoura;967200.0;3.0;2.0;93.0;Ville verte;3.0;https://www.avito.ma/fr/ville_verte/appartements/Appartement_%C3%A0_vendre_93_m%C2%B2_%C3%A0_Bouskoura_52008386.htm
Appartement de 77m très bien placé à l'oasis;Casablanca;17500.0;2.0;2.0;75.0;Oasis;2.0;https://www.avito.ma/fr/oasis/appartements/Appartement_de_77m_tr%C3%A8s_bien_plac%C3%A9_%C3%A0_l_oasis_54094399.htm
Appartement 2 à 3 chambres Sala Al Jadida;Salé;820000.0;2.0;2.0;87.0;Sala El Jadida;2.0;https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_2_%C3%A0_3_chambres_Sala_Al_Jadida_52485416.htm
super appt 89m2 ensoleille sur mohammedia;Mohammedia;800000.0;2.0;2.0;87.0;Autre secteur;1.0;https://www.avito.ma/fr/autre_secteur/appartements/super_appt_89m2_ensoleille_sur_mohammedia_55612242.htm
RBA-YO-1038 - Appartement à vendre à Aviation - ...;Rabat;1500000.0;2.0;2.0;78.0;Aviation - Mabella;3.0;https://www.avito.ma/fr/aviation___mabella/appartements/RBA_YO_1038___Appartement_%C3%A0_vendre_%C3%A0_Aviation_______54780093.htmmara_54327307.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/quartier_de_l'oc%C3%A9an/appartements/RBA_HA_1041___Appartement_%C3%A0_vendre_%C3%A0_L_Ocean_54878337.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/oasis/appartements/Appartement_neuf__%C3%A0_vendre_%C3%A0_Oasis_55483660.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_46_m%C2%B2_%C3%A0_Casablanca_55745422.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/bouskoura_centre/appartements/appartement_de_luxe_55658497.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55745417.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/ain_atig/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Temara_52461618.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D9%82_%D8%AA%D8%AA%D9%88%D9%81%D8%B1_%D8%B9%D9%84%D9%89_%D8%A7%D9%84%D8%AF%D8%B9%D9%85_%D8%A8%D8%A8%D9%88%D8%B2%D9%86%D9%8A%D9%82%D8%A9__54079338.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/harhoura/appartements/Appartement_%C3%A0_vendre_109_m%C2%B2_%C3%A0_Temara_54290046.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/diour_jamaa/appartements/RBA_HA_1080___Appartement_%C3%A0_vendre_%C3%A0_Diour_Jamaa_55180271.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_florida_55267538.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/ville_nouvelle/appartements/des_Appartement_neufs_prix_choc_152_m%C2%B2_%C3%A0_Mekn%C3%A8s_55584393.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/ain_atig/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Temara_52635121.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/al_maghrib_al_arabi/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_K%C3%A9nitra_55090849.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Casablanca_55328894.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/founty/appartements/Appartement_%C3%A0_vendre_107_m%C2%B2_%C3%A0_Agadir_55745347.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_93_m%C2%B2_%C3%A0_azhar__55447524.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_haut_standing_%C3%A0_victoria_bouskoura_55579379.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/al_maghrib_al_arabi/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_K%C3%A9nitra_55263409.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/av_mohammed_vi/appartements/Appartement_%C3%A0_vendre_127_m%C2%B2_%C3%A0_Marrakech_55718853.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/yacoub_el_mansour/appartements/Appartement_104_m%C2%B2_%C3%A0_Rabat_55006862.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_106_m%C2%B2_%C3%A0_Casablanca_54319589.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/skikina/appartements/Appartements_%C3%A0_Temara_48494248.htm
nan;nan;870000.0;2.0;2.0;90.0;nan;2.0;https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_101m_%C3%A0_bourgogne__55447038.htm
Appartement à vendre 85 m² à Casablanca;Casablanca;977000.0;3.0;2.0;85.0;Ain Sebaa;3.0;https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Casablanca_54319480.htm
Appartement à vendre 94 m² à Temara;Temara;740000.0;3.0;2.0;94.0;Autre secteur;2.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_Temara_55588571.htm
Appartement à vendre 51 m² à Errahma;Errahma;285000.0;2.0;1.0;51.0;Toute la ville;4.0;https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Errahma_55483994.htm
appartement à vendre;Casablanca;870000.0;2.0;1.0;117.0;Quartier des Hôpitaux;5.0;https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/appartement_%C3%A0_vendre_55582629.htm
CMN-AC-1554 - Appartement à vendre à Mandarona;Casablanca;1700000.0;3.0;2.0;108.0;Mandarona;2.0;https://www.avito.ma/fr/mandarona/appartements/CMN_AC_1554___Appartement_%C3%A0_vendre_%C3%A0_Mandarona_55109116.htm
CMN-MA-1757 - Appartement à vendre à Palmier;Casablanca;1500000.0;2.0;1.0;98.0;Palmier;4.0;https://www.avito.ma/fr/palmier/appartements/CMN_MA_1757___Appartement_%C3%A0_vendre_%C3%A0_Palmier_55655491.htm
Appartement à vendre 2000 m² à Casablanca;Urgent;870000.0;1.0;1.0;2000.0;2 Mars;1.0;https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_2000_m%C2%B2_%C3%A0_Casablanca_55741515.htm
Appartement à vendre 130 m² à Temara;Temara;2650000.0;2.0;3.0;130.0;Riad Oulad Mtaa;1.0;https://www.avito.ma/fr/riad_oulad_mtaa/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Temara_55690965.htm
Appartement 135m² 2Mars;Casablanca;1700000.0;3.0;2.0;135.0;2 Mars;3.0;https://www.avito.ma/fr/2_mars/appartements/Appartement_135m%C2%B2_2Mars__48799917.htm
Appartement à vendre 67 m² à salé Tabriquet;Salé;480000.0;2.0;1.0;67.0;Tabriquet;2.0;https://www.avito.ma/fr/tabriquet/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_sal%C3%A9_Tabriquet__55732071.htm
CMN-MA-1717 - Appartement à vendre à Maârif;Casablanca;950000.0;1.0;1.0;46.0;Maarif;4.0;https://www.avito.ma/fr/maarif/appartements/CMN_MA_1717___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_55581334.htm
CMN-AC-1554 - Appartement à vendre à Mandarona;Casablanca;1700000.0;3.0;2.0;108.0;Mandarona;2.0;https://www.avito.ma/fr/mandarona/appartements/CMN_AC_1554___Appartement_%C3%A0_vendre_%C3%A0_Mandarona_55109116.htm
CMN-MA-1757 - Appartement à vendre à Palmier;Casablanca;1500000.0;2.0;1.0;98.0;Palmier;4.0;https://www.avito.ma/fr/palmier/appartements/CMN_MA_1757___Appartement_%C3%A0_vendre_%C3%A0_Palmier_55655491.htm
Appartement à vendre 2000 m² à Casablanca;Urgent;870000.0;1.0;1.0;2000.0;2 Mars;1.0;https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_2000_m%C2%B2_%C3%A0_Casablanca_55741515.htm
Appartement à vendre 130 m² à Temara;Temara;2650000.0;2.0;3.0;130.0;Riad Oulad Mtaa;1.0;https://www.avito.ma/fr/riad_oulad_mtaa/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Temara_55690965.htm
Appartement 135m² 2Mars;Casablanca;1700000.0;3.0;2.0;135.0;2 Mars;3.0;https://www.avito.ma/fr/2_mars/appartements/Appartement_135m%C2%B2_2Mars__48799917.htm
Appartement à vendre 67 m² à salé Tabriquet;Salé;480000.0;2.0;1.0;67.0;Tabriquet;2.0;https://www.avito.ma/fr/tabriquet/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_sal%C3%A9_Tabriquet__55732071.htm
CMN-MA-1717 - Appartement à vendre à Maârif;Casablanca;950000.0;1.0;1.0;46.0;Maarif;4.0;https://www.avito.ma/fr/maarif/appartements/CMN_MA_1717___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_55581334.htm
Appartement à vendre 87 m² à Casablanca;Casablanca;825000.0;3.0;2.0;87.0;Sbata;2.0;https://www.avito.ma/fr/sbata/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Casablanca_51529993.htm
Appartement à vendre 78 m² à Casablanca;Casablanca;680000.0;2.0;1.0;56.0;Ain Sebaa;1.0;https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55208344.htm
Appartement à vendre 80 Sala Al Jadida;Salé;820000.0;2.0;2.0;80.0;Sala El Jadida;1.0;https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_80_Sala_Al_Jadida_55218374.htm
Appartement à vendre 109 m² à Casablanca;Casablanca;1500000.0;3.0;2.0;109.0;Val Fleuri;5.0;https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_109_m%C2%B2_%C3%A0_Casablanca_55620057.htm
Appartement neuf Bouskoura mayssane;Bouskoura;9500.0;3.0;2.0;89.0;Bouskoura centre;2.0;https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_neuf_Bouskoura_mayssane__55745270.htm
Appartement 84 m² Belvédère Casa Voyageurs;Casablanca;660000.0;2.0;2.0;84.0;Belvédère;4.0;https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_84_m%C2%B2_Belv%C3%A9d%C3%A8re_Casa_Voyageurs_54160647.htm
Appartement en vente à martil;Martil;330000.0;2.0;2.0;65.0;Toute la ville;3.0;https://www.avito.ma/fr/martil/appartements/Appartement_en_vente_%C3%A0_martil_54721984.htm
Appartement à vendre 80 m² à Salé;Salé;820000.0;2.0;2.0;80.0;Sala El Jadida;2.0;https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Sal%C3%A9_53974193.htm
Appartement à vendre 134 m² à Agadir;Agadir;1400000.0;3.0;3.0;134.0;Hay Mohammadi;8.0;https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Agadir_55745237.htm
appartement neuf à vendre redchoussi 36 milion;Marrakech;360000.0;2.0;1.0;62.0;M'Hamid;2.0;https://www.avito.ma/fr/m'hamid/appartements/appartement_neuf_%C3%A0_vendre_redchoussi_36_milion__55745232.htm
Appartement à vendre 75 m² à Salé;Salé;515000.0;2.0;2.0;75.0;Abouab Sala;4.0;https://www.avito.ma/fr/abouab_sala/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Sal%C3%A9_55745229.htm
Appartement en Vente à Bouznika;Bouznika;490000.0;2.0;1.0;63.0;Autre secteur;2.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_en_Vente_%C3%A0_Bouznika_44799287.htm
Appartement à vendre 101 m² à Oujda;Oujda;520000.0;3.0;1.0;101.0;Hay fath;2.0;https://www.avito.ma/fr/hay_fath/appartements/Appartement_%C3%A0_vendre_101_m%C2%B2_%C3%A0_Oujda_55701564.htm
appartement 130m² à Hayriad envente;Rabat;2240000.0;3.0;2.0;116.0;Hay Riad;3.0;https://www.avito.ma/fr/hay_riad/appartements/appartement_130m%C2%B2_%C3%A0_Hayriad_envente__55453631.htm
Appartement à vendre 75 m² à Agadir;Agadir;870000.0;2.0;2.0;75.0;Hay Mohammadi;2.0;https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Agadir_55674323.htm
Appartement AV Alhamra;Agadir;1060000.0;2.0;2.0;82.0;Autre secteur;2.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_AV_Alhamra__55383672.htm
Appartement 133m² ensoleillé au RDC à Val fleuri;Casablanca;1550000.0;3.0;2.0;102.0;Val Fleuri;1.0;https://www.avito.ma/fr/val_fleuri/appartements/Appartement_133m%C2%B2_ensoleill%C3%A9_au_RDC_%C3%A0_Val_fleuri_53623611.htm
CMN-AS-1422 - Appartement à vendre à Hay Palestine;Casablanca;820000.0;2.0;1.0;75.0;Belvédère;1.0;https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/CMN_AS_1422___Appartement_%C3%A0_vendre_%C3%A0_Hay_Palestine_54790897.htm
RAK-GU-1123 - Appartement à vendre à Hay Al Bahja;Marrakech;1050000.0;3.0;1.0;124.0;Hay Al Bahja;1.0;https://www.avito.ma/fr/hay_al_bahja/appartements/RAK_GU_1123___Appartement_%C3%A0_vendre_%C3%A0_Hay_Al_Bahja_55623763.htm
Bel Appartement de 83 m² près de Tachfine Centre;Casablanca;860000.0;2.0;1.0;83.0;Belvédère;4.0;https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Bel_Appartement_de_83_m%C2%B2_pr%C3%A8s_de_Tachfine_Centre__55671116.htm
Appartement avec les equipments à vendre;Casablanca;870000.0;2.0;2.0;117.0;Bourgogne;1.0;https://www.avito.ma/fr/bourgogne/appartements/Appartement_avec_les_equipments_%C3%A0_vendre_55745211.htm
Appartement à vendre 117 m² à Had Soualem;Had Soualem;490000.0;3.0;1.0;117.0;Toute la ville;1.0;https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Had_Soualem_55674365.htm
Appartement à vendre 130 m² à Rabat;Rabat;2050000.0;2.0;2.0;130.0;Agdal;2.0;https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Rabat_55446512.htm
Appartement 2 à 3 chambres à Temara;Temara;866000.0;2.0;2.0;80.0;Centre Ville;2.0;https://www.avito.ma/fr/centre_ville/appartements/Appartement_2_%C3%A0_3_chambres_%C3%A0_Temara_53886238.htm
appartement;Temara;870000.0;3.0;2.0;164.0;Harhoura;2.0;https://www.avito.ma/fr/harhoura/appartements/appartement__55745154.htm
Appartement a vendre près de Carrefour;El Jadida;530000.0;2.0;1.0;76.0;Centre;2.0;https://www.avito.ma/fr/centre/appartements/Appartement_a_vendre_pr%C3%A8s_de_Carrefour__55676862.htm
Appartement à vendre 121 m² à Casablanca;Casablanca;2250000.0;3.0;2.0;121.0;Val Fleuri;3.0;https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_121_m%C2%B2_%C3%A0_Casablanca_55686610.htm
CMN-MA-1678 - Appartement à vendre à Les princesses;Casablanca;1550000.0;2.0;2.0;113.0;Les Princesses;2.0;https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1678___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55498854.htm
appartement;Temara;870000.0;3.0;2.0;164.0;Harhoura;2.0;https://www.avito.ma/fr/harhoura/appartements/appartement__55745154.htm
Appartement a vendre près de Carrefour;El Jadida;530000.0;2.0;1.0;76.0;Centre;2.0;https://www.avito.ma/fr/centre/appartements/Appartement_a_vendre_pr%C3%A8s_de_Carrefour__55676862.htm
Appartement à vendre 121 m² à Casablanca;Casablanca;2250000.0;3.0;2.0;121.0;Val Fleuri;3.0;https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_121_m%C2%B2_%C3%A0_Casablanca_55686610.htm
CMN-MA-1678 - Appartement à vendre à Les princesses;Casablanca;1550000.0;2.0;2.0;113.0;Les Princesses;2.0;https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1678___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55498854.htm
8089-Vente Appt à Bouznika Plage Oued Cherrat de 2;Casablanca;3000000.0;3.0;2.0;155.0;Autre secteur;2.0;https://www.avito.ma/fr/autre_secteur/appartements/8089_Vente_Appt_%C3%A0_Bouznika_Plage_Oued_Cherrat_de_2_54687692.htm
58956-Vente Appt à Casablanca La Gironde de 119 m²;Casablanca;1328000.0;3.0;2.0;110.0;La Gironde;5.0;https://www.avito.ma/fr/la_gironde/appartements/58956_Vente_Appt_%C3%A0_Casablanca_La_Gironde_de_119_m%C2%B2_55467387.htm
Appartement à vendre 68m² à Bouznika;Bouznika;480000.0;2.0;2.0;68.0;Autre secteur;2.0;https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_68m%C2%B2_%C3%A0_Bouznika_53253973.htm
64537-Vente Appt à Casablanca Belvedere (Roches No;Casablanca;1120000.0;2.0;1.0;85.0;Belvédère;5.0;https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/64537_Vente_Appt_%C3%A0_Casablanca_Belvedere__Roches_No_55673344.htm
Appartement à vendre 42 m² à Marrakech;Marrakech;760000.0;1.0;1.0;42.0;Guéliz;1.0;https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_42_m%C2%B2_%C3%A0_Marrakech_55682066.htm
Appartement à vendre 78 m² à El Jadida;El Jadida;570000.0;2.0;1.0;78.0;Hay Essalam;2.0;https://www.avito.ma/fr/hay_essalam/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_El_Jadida_55104741.htm
Appartement à vendre 117 m² à Mohammedia;Mohammedia;1800000.0;3.0;2.0;117.0;Quartier du Parc;1.0;https://www.avito.ma/fr/quartier_du_parc/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Mohammedia_44430103.htm
48618-Vente Appt à Casablanca Bourgogne (Anfa) de;Casablanca;1900000.0;2.0;2.0;87.0;Bourgogne;3.0;https://www.avito.ma/fr/bourgogne/appartements/48618_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55059678.htm
Appartement à vendre 109 m² à Tétouan;Tétouan;820000.0;2.0;2.0;109.0;Centre ville;2.0;https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_109_m%C2%B2_%C3%A0_T%C3%A9touan_55392328.htm
Appartement à vendre 97 m² à Tanger;Tanger;1100000.0;3.0;2.0;97.0;Aida;3.0;https://www.avito.ma/fr/aida/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Tanger_55529881.htm
CMN-SI-1643 - Appartement à vendre à Moulay Youssef;Casablanca;1320000.0;2.0;1.0;73.0;Autre secteur;1.0;https://www.avito.ma/fr/autre_secteur/appartements/CMN_SI_1643___Appartement_%C3%A0_vendre_%C3%A0_Moulay_Youssef_55592156.htm
CMN-MA-1756 - Appartement à vendre à Les princesses;Casablanca;2350000.0;3.0;2.0;165.0;Les Princesses;2.0;https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1756___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55653636.htm
Appartement à vendre 130 m² à Marrakech;Marrakech;740000.0;3.0;3.0;130.0;M'Hamid;1.0;https://www.avito.ma/fr/m'hamid/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Marrakech_55658225.htm
CMN-SI-1647 - Appartement à vendre à Gauthier;Casablanca;1600000.0;2.0;2.0;102.0;Gauthier;4.0;https://www.avito.ma/fr/gauthier/appartements/CMN_SI_1647___Appartement_%C3%A0_vendre_%C3%A0_Gauthier_55623653.htm
Appartement à vendre 215 m² à Rabat;Rabat;5200000.0;3.0;3.0;215.0;Souissi;1.0;https://www.avito.ma/fr/souissi/appartements/Appartement_%C3%A0_vendre_215_m%C2%B2_%C3%A0_Rabat_53939829.htm
Appart neuf en RDC 84 m2;Marrakech;670000.0;2.0;3.0;84.0;M'Hamid;1.0;https://www.avito.ma/fr/m'hamid/appartements/Appart_neuf_en_RDC_84_m2_55745107.htm
appartement au rez de chaussée;Fès;590000.0;2.0;2.0;102.0;Narjis;2.0;https://www.avito.ma/fr/narjis/appartements/appartement_au_rez_de_chauss%C3%A9e_55745099.htm
Appartement neuf face OCP;Casablanca;1820000.0;2.0;2.0;100.0;Ferme Bretone;2.0;https://www.avito.ma/fr/ferme_bretone/appartements/Appartement_neuf_face_OCP_55683395.htm
35889-Vente Appt à Casablanca Lusitania de 407 m²;Casablanca;4100000.0;4.0;2.0;320.0;Lusitania;5.0;https://www.avito.ma/fr/lusitania/appartements/35889_Vente_Appt_%C3%A0_Casablanca_Lusitania_de_407_m%C2%B2_55548145.htm
